,Actual size,Exposure,Maintenance fees,Age of building,Outdoor space,Locker,Property type:,Area:,Parking,Bed,Studio,Bath,Den
2704,1016,2,301.36,1,3,2,2,53,1,2,0,2,0
2705,1047,0,855.91,37,2,1,1,61,1,2,0,2,1
2706,586,7,492.94,15,3,4,1,118,1,1,0,1,0
2707,438,2,280.98,6,1,3,1,22,0,,1,1,0
2708,473,9,370.05,3,3,3,1,21,0,1,0,1,0
2709,1285,6,1201.94,1,3,3,1,108,1,2,0,3,0
2710,667,0,523.12,20,3,2,1,76,1,1,0,1,0
2711,797,6,596.42,6,3,4,1,47,1,2,0,2,0
2712,590,0,415.2,12,3,3,1,108,1,1,0,1,1
2713,1586,6,754.03,2,4,1,1,99,0,3,0,3,1
2714,431,2,358.72,1,3,4,1,40,1,1,0,1,0
2715,1008,6,709.34,6,3,4,1,22,1,2,0,2,0
2716,865,9,776.35,17,2,4,1,76,0,1,0,2,1
2717,578,5,414,1,3,0,1,121,1,1,0,1,1
2718,486,6,391.92,6,3,4,1,119,0,1,0,1,0
2719,654,8,635.87,16,3,4,1,76,1,1,0,1,1
2720,1359,2,830.19,40,2,1,1,64,1,1,0,2,1
2721,536,2,444.34,3,4,3,1,13,1,1,0,1,0
2722,972,3,1226.43,5,4,4,1,91,1,2,0,2,0
2723,700,6,629.86,4,2,3,1,126,1,1,0,2,1
2724,1834,9,1246.5,43,3,1,1,64,2,2,0,3,1
2725,597,6,423.75,0,3,4,1,91,0,1,0,1,0
2726,1040,7,910.17,15,4,4,1,106,1,2,0,2,0
2727,405,8,424.71,4,2,4,1,129,0,1,0,1,0
2728,655,2,438,2,3,3,1,70,0,1,0,1,0
2729,970,8,618.99,40,0,2,1,111,1,3,0,2,0
2730,643,8,493.47,6,3,4,0,57,1,1,0,1,1
2731,535,2,382.17,12,3,3,1,108,1,1,0,1,0
2732,1134,2,897.86,43,3,4,1,29,1,3,0,2,0
2733,839,8,649.06,13,4,4,1,99,1,2,0,1,0
2734,1209,8,1002.46,30,2,2,1,115,1,2,0,2,1
2735,1030,7,637.15,9,3,4,1,118,1,2,0,2,1
2736,1114,8,1662.66,5,4,4,1,91,0,2,0,2,0
2737,1051,8,740.89,9,3,4,1,108,1,2,0,2,1
2738,610,2,508.83,17,3,3,1,102,1,1,0,1,0
2739,669,9,636.23,5,1,4,1,107,1,2,0,1,0
2740,3185,6,1214,13,4,3,2,8,2,3,0,5,0
2741,1018,0,828.34,5,3,4,1,34,1,2,0,2,1
2742,709,4,483.72,10,3,4,1,94,0,1,0,1,1
2743,670,9,652.02,16,3,4,1,102,1,1,0,2,1
2744,1032,6,737.05,44,3,2,1,111,1,3,0,1,0
2745,846,5,576.94,1,3,4,1,121,0,2,0,2,1
2746,643,9,612,7,3,4,1,22,1,1,0,1,1
2747,975,7,1009.33,18,1,4,1,124,1,2,0,2,0
2748,663,3,465.92,12,3,3,1,22,0,1,0,1,0
2749,565,2,424.92,2,3,4,1,128,0,1,0,1,1
2750,945,0,774.93,44,4,2,1,48,1,2,0,2,0
2751,487,0,453.55,6,4,3,1,70,1,2,0,1,0
2752,512,9,506.18,5,3,4,1,81,1,1,0,1,0
2753,716,7,507,5,3,3,1,57,1,1,0,1,1
2754,1067,7,744.32,26,3,3,1,118,1,2,0,2,0
2755,635,0,401.37,16,3,3,1,118,0,1,0,1,0
2756,1010,8,857.89,18,3,4,1,22,0,2,0,2,1
2757,500,6,403.16,31,2,3,1,7,0,,1,1,0
2758,833,9,679.13,11,3,2,1,22,1,1,0,2,1
2759,1897,3,2134.7,13,3,4,1,129,2,2,0,3,1
2760,1647,3,2327.03,10,2,4,1,61,2,1,0,2,0
2761,1178,0,1053.36,40,2,4,1,37,1,2,0,2,0
2762,1266,6,335.04,4,2,3,2,2,0,3,0,4,1
2763,626,9,549.9,9,3,4,1,92,1,1,0,2,1
2764,1231,7,894,45,0,4,1,38,1,2,0,2,1
2765,2135,2,286.01,19,3,3,2,118,2,3,0,3,0
2766,485,9,313.45,0,3,3,1,108,0,1,0,1,0
2767,890,5,681.89,6,3,4,1,57,1,2,0,2,0
2768,1062,5,642,4,3,4,1,128,0,2,0,2,1
2769,1288,6,738.68,6,3,4,1,119,0,2,0,3,1
2770,1076,6,712,1,4,2,0,92,1,3,0,2,0
2771,505,0,413.13,2,3,4,1,8,1,1,0,1,0
2772,850,8,700.88,8,3,3,1,22,1,2,0,2,0
2773,904,3,903.66,30,2,1,1,108,1,1,0,1,1
2774,562,3,337,4,3,4,1,128,1,1,0,1,1
2775,803,3,637.28,11,3,4,1,124,1,2,0,2,0
2776,905,5,907.89,10,3,3,1,107,1,2,0,2,1
2777,2074,2,823,4,2,2,1,129,1,2,0,2,0
2778,858,0,790,5,3,4,1,24,1,2,0,2,1
2779,525,0,415.63,9,1,4,1,78,1,1,0,1,1
2780,855,7,581.54,8,4,2,1,106,0,2,0,2,0
2781,855,8,577.47,0,3,3,1,21,1,3,0,2,0
2782,625,7,533.13,7,3,4,1,118,0,1,0,1,1
2783,1300,8,1080.42,45,3,2,1,89,1,3,0,2,0
2784,1234,4,887.74,29,4,4,2,106,1,2,0,2,0
2785,1017,0,820.13,31,3,3,1,7,0,2,0,2,1
2786,1169,0,707.19,13,2,3,1,30,1,2,0,2,0
2787,1140,9,500,46,3,1,1,84,0,3,0,2,0
2788,857,7,726.73,1,4,4,1,104,1,2,0,2,1
2789,920,8,788.57,31,2,4,0,76,1,2,0,2,0
2790,555,2,580.02,11,4,4,1,5,0,1,0,1,0
2791,1170,8,1092.97,26,3,3,1,118,1,2,0,2,1
2792,626,0,526,5,3,4,1,113,1,1,0,1,1
2793,715,5,749.74,17,3,4,1,126,1,1,0,1,1
2794,1014,2,864.32,18,3,4,1,61,0,2,0,2,1
2795,477,9,390.73,16,2,3,1,121,1,1,0,1,0
2796,632,9,590.24,6,4,4,1,70,1,2,0,1,0
2797,538,2,366.15,5,3,3,1,91,0,1,0,1,0
2798,645,2,500.63,12,1,3,1,27,1,1,0,1,1
2799,566,7,379.02,0,3,4,1,76,1,1,0,1,1
2800,589,9,523.57,1,4,4,1,104,1,1,0,1,1
2801,735,0,510.8,0,3,4,1,68,1,2,0,2,0
2802,722,0,640.87,16,2,4,1,66,2,1,0,1,1
2803,1059,5,748,5,3,3,1,108,0,2,0,2,0
2804,1252,8,1115,18,3,4,1,5,2,2,0,2,0
2805,1206,8,986.56,38,3,1,1,21,0,2,0,2,1
2806,1008,0,841.2,23,2,4,1,0,1,2,0,2,1
2807,1006,6,834.26,30,2,2,1,115,1,2,0,2,0
2808,822,5,601.49,1,4,4,1,126,1,2,0,2,1
2809,965,7,588.65,42,3,3,1,112,0,2,0,1,0
2810,1173,6,950.19,31,4,3,1,114,1,2,0,2,1
2811,840,6,657.3,6,3,3,1,118,1,2,0,2,0
2812,701,0,536,6,3,3,1,7,1,1,0,1,1
2813,634,2,448.54,2,3,4,1,13,0,1,0,1,1
2814,998,7,682.12,19,2,2,1,0,1,2,0,2,1
2815,469,2,404.36,16,2,3,1,21,0,1,0,1,0
2816,692,9,600.05,1,3,4,1,68,1,2,0,2,1
2817,954,3,839.11,14,4,4,1,94,1,1,0,1,1
2818,476,2,417.69,10,3,3,1,107,0,1,0,1,0
2819,900,2,706.01,19,4,3,2,118,0,2,0,2,1
2820,1525,2,967.3,9,4,4,2,8,1,2,0,3,0
2821,668,2,514.36,6,3,4,1,125,1,2,0,2,0
2822,530,2,467.82,18,3,4,1,61,1,1,0,1,0
2823,554,6,486.15,10,3,3,1,107,0,1,0,1,1
2824,547,2,474,16,3,4,1,12,1,1,0,1,0
2825,822,0,697.84,10,3,4,1,76,1,2,0,2,0
2826,640,3,571.31,,1,2,1,108,0,1,0,1,0
2827,747,3,521.11,4,3,4,1,128,1,2,0,2,0
2828,1263,8,1065.96,24,3,2,1,102,2,3,0,2,0
2829,603,9,663.38,21,3,4,1,81,0,1,0,1,0
2830,695,9,538.94,14,3,4,1,107,1,1,0,1,1
2831,550,2,260.2,11,3,3,1,22,0,,1,1,0
2832,888,8,649,15,2,4,1,43,1,1,0,1,1
2833,608,0,449.57,4,3,3,1,128,1,1,0,1,1
2834,619,8,564,10,3,4,1,91,0,1,0,1,1
2835,549,8,479,7,0,4,1,76,0,1,0,1,0
2836,4238,3,6884,13,4,4,1,129,2,3,0,3,0
2837,825,2,856.84,34,2,4,1,7,1,2,0,1,1
2838,750,2,1156.77,22,2,4,1,42,1,2,0,1,0
2839,824,6,639.7,8,3,4,1,76,0,2,0,2,0
2840,1019,7,692.09,10,3,4,1,12,1,2,0,2,0
2841,560,2,504.52,18,3,3,1,108,1,1,0,1,0
2842,767,5,633.42,23,3,4,1,109,1,1,0,1,0
2843,726,3,615.36,1,3,4,1,32,0,2,0,1,0
2844,794,6,646.27,5,3,3,1,21,0,2,0,2,0
2845,901,2,794.94,16,3,4,1,5,1,2,0,2,0
2846,480,7,287.01,0,3,3,1,21,0,1,0,1,0
2847,828,8,744.33,7,3,4,1,57,1,1,0,1,1
2848,957,8,703.85,10,4,3,2,101,1,2,0,2,1
2849,586,9,420.9,6,2,4,1,7,0,1,0,1,0
2850,782,2,580.11,23,2,4,1,99,1,1,0,1,0
2851,1095,7,937.29,30,2,4,1,46,1,2,0,2,0
2852,1808,3,1315.79,44,4,2,1,64,1,2,0,2,0
2853,797,6,740.01,17,2,4,1,21,1,1,0,2,0
2854,726,8,506.97,8,4,4,1,68,1,1,0,1,0
2855,633,9,416.77,0,1,4,1,107,0,1,0,1,1
2856,836,8,572.55,0,3,4,1,68,1,3,0,2,1
2857,552,0,390.5,0,3,3,1,81,0,1,0,1,0
2858,673,2,483.56,4,3,4,1,30,1,1,0,1,1
2859,564,7,382.03,1,3,3,1,21,0,1,0,1,1
2860,605,6,405.8,21,3,4,1,102,0,1,0,1,1
2861,514,2,406.45,5,3,2,1,107,0,1,0,1,0
2862,839,0,722.83,1,3,3,1,129,0,1,0,2,1
2863,589,2,450,0,3,4,1,24,1,1,0,1,1
2864,691,8,586.41,16,3,3,1,108,1,1,0,2,1
2865,617,2,418.34,9,2,3,1,61,0,1,0,1,1
2866,873,5,690.08,36,3,0,1,19,0,2,0,2,0
2867,456,9,493.73,2,2,4,2,99,1,2,0,2,1
2868,1804,7,1170,8,3,4,1,61,1,2,0,3,1
2869,605,0,539.97,5,3,4,1,66,0,1,0,1,1
2870,723,0,599.73,18,3,3,1,95,1,2,0,1,0
2871,918,2,1018.71,30,2,3,1,61,0,2,0,2,0
2872,1217,8,710.95,30,0,1,1,80,1,2,0,2,1
2873,1124,5,906.42,19,3,4,1,27,0,2,0,2,1
2874,591,2,567.34,18,2,3,1,108,0,1,0,1,0
2875,597,9,437.08,24,2,3,1,121,1,1,0,1,0
2876,807,2,518.92,13,3,3,1,57,1,2,0,2,0
2877,1260,7,1107.53,20,3,4,1,12,0,3,0,2,0
2878,719,9,491.27,8,3,4,1,68,0,1,0,2,1
2879,644,0,512.33,6,3,4,1,61,1,1,0,1,1
2880,581,0,532.15,22,3,4,1,7,0,1,0,1,0
2881,570,9,461.32,4,2,3,1,126,0,1,0,1,0
2882,772,3,640,11,3,4,0,12,0,2,0,2,0
2883,480,6,499.81,13,1,4,1,129,1,,1,1,0
2884,648,9,595.35,6,3,4,1,108,1,1,0,1,1
2885,1091,4,333.93,5,4,4,2,120,0,2,0,2,0
2886,350,2,238.36,5,3,3,1,124,0,,1,1,0
2887,862,7,672.22,18,3,4,1,118,1,2,0,2,0
2888,672,3,460.37,14,3,2,1,7,0,1,0,1,1
2889,325,9,227,5,3,3,1,7,0,,1,1,0
2890,931,0,791.82,21,3,2,1,118,1,2,0,2,1
2891,840,6,496.84,15,3,4,1,23,0,2,0,2,0
2892,530,5,497.5,14,1,3,1,49,1,1,0,1,0
2893,383,0,551.43,16,2,3,1,107,0,,1,1,0
2894,974,8,766.65,8,3,4,1,71,1,2,0,2,1
2895,671,6,468.08,26,3,3,1,118,1,1,0,1,1
2896,560,6,641.08,5,3,4,1,91,0,1,0,1,0
2897,2457,3,2873.08,4,3,4,1,129,1,3,0,4,1
2898,469,6,542.47,30,2,3,1,61,1,1,0,1,0
2899,765,7,479.29,2,3,3,1,119,0,2,0,2,0
2900,842,6,705.53,49,3,3,1,89,1,3,0,2,0
2901,900,7,701.14,32,1,4,1,77,0,2,0,2,0
2902,750,9,583.98,8,3,4,1,22,1,1,0,2,1
