,Actual size,Exposure,Maintenance fees,Age of building,Outdoor space,Locker,Property type:,Area:,Parking,Bed,Studio,Bath,Den
1362,962,0,562,44,3,3,1,14,0,2,0,2,0
1363,1199,9,756.18,36,2,3,1,5,0,2,0,2,0
1364,771,2,462.84,1,4,3,1,88,0,2,0,2,0
1365,1020,9,508.97,4,4,4,2,8,1,2,0,2,0
1366,770,3,711.04,5,3,4,1,107,1,2,0,2,1
1367,962,2,627.22,31,3,1,1,46,0,1,0,2,1
1368,825,9,591.09,20,3,4,1,118,0,2,0,2,0
1369,543,8,430,6,3,4,1,76,0,1,0,1,0
1370,651,7,440.4,14,3,3,1,107,0,1,0,1,0
1371,440,5,358.25,2,3,4,1,21,0,,1,1,0
1372,676,0,508.27,6,1,3,1,22,0,1,0,1,1
1373,1959,8,1945.28,21,4,4,1,10,2,1,0,2,0
1374,1953,8,1532.33,42,0,2,1,20,0,3,0,2,0
1375,689,9,485,4,3,4,1,92,0,2,0,1,0
1376,725,9,629.65,13,3,4,1,81,0,1,0,2,1
1377,540,9,438.98,1,3,4,1,19,0,2,0,1,0
1378,659,9,518.79,5,2,4,1,7,0,1,0,1,1
1379,690,4,386.23,14,3,1,2,98,1,2,0,1,0
1380,930,9,667.43,25,3,4,2,81,1,2,0,2,0
1381,483,9,350.78,5,3,3,1,91,0,1,0,1,0
1382,800,9,247.64,14,2,3,1,43,0,,1,1,0
1383,670,0,576.96,18,3,3,1,22,0,1,0,1,1
1384,578,5,381.62,1,3,4,1,126,0,1,0,2,1
1385,1063,2,787.07,23,2,2,1,102,0,2,0,1,0
1386,1082,7,1470.66,20,3,4,1,95,1,2,0,2,0
1387,1079,7,1154.4,31,2,4,1,7,0,2,0,2,2
1388,790,0,631.25,19,4,3,2,118,0,1,0,1,0
1389,1452,8,1035.13,32,3,3,1,75,0,2,0,2,0
1390,2140,8,1309.23,13,2,4,1,7,2,3,0,3,1
1391,598,2,353.53,1,1,4,1,92,0,1,0,1,1
1392,640,6,505.52,16,2,3,1,121,0,1,0,1,1
1393,754,5,532.98,6,3,4,1,61,0,2,0,2,1
1394,1510,2,1212.86,4,3,4,1,110,1,3,0,2,0
1395,625,5,512.85,7,3,4,1,76,0,1,0,1,0
1396,573,7,485.72,49,3,4,1,19,1,1,0,1,0
1397,702,3,645.07,14,3,4,1,119,0,1,0,1,1
1398,583,7,426.76,3,3,4,1,113,0,1,0,2,1
1399,1038,0,791.91,32,2,3,1,3,0,3,0,2,0
1400,744,0,585.11,6,3,4,1,99,0,2,0,2,1
1401,805,3,601.39,6,3,4,1,105,0,2,0,2,0
1402,930,8,664.3,17,3,4,1,6,1,2,0,2,0
1403,565,2,493.95,9,4,2,1,8,0,1,0,1,1
1404,357,8,301.29,1,3,2,1,19,0,,1,1,0
1405,742,6,754.58,14,3,4,1,21,0,1,0,1,1
1406,487,5,394.89,6,3,2,1,105,1,1,0,1,0
1407,658,9,648.11,21,3,3,1,7,0,1,0,1,1
1408,784,6,475.59,8,3,3,1,24,0,1,0,1,1
1409,505,5,452.37,12,3,4,1,43,0,1,0,1,0
1410,610,2,508.83,17,3,3,1,102,0,1,0,1,0
1411,655,9,588.03,8,1,4,1,27,0,1,0,1,0
1412,642,9,365.38,9,2,3,1,53,1,1,0,1,0
1413,2961,7,2160.56,6,2,4,1,7,2,3,0,3,0
1414,755,7,706,16,3,4,1,102,0,2,0,1,0
1415,1264,6,1032.68,29,3,1,1,97,0,2,0,2,1
1416,476,2,434.65,10,3,4,1,43,0,1,0,1,0
1417,695,9,538.94,14,3,4,1,107,0,1,0,1,1
1418,544,0,474.83,5,3,4,1,124,0,1,0,1,0
1419,861,3,731.06,5,2,3,1,7,0,2,0,2,0
1420,527,8,460.07,2,3,4,0,108,1,1,0,1,0
1421,1111,2,831.96,17,2,3,1,94,0,1,0,1,1
1422,463,9,373.7,8,3,3,1,49,0,1,0,1,0
1423,570,6,398.11,4,2,3,1,70,0,1,0,1,1
1424,843,5,570,8,3,4,1,7,0,2,0,2,0
1425,863,6,636.7,1,4,3,1,19,0,3,0,1,0
1426,511,2,385.53,17,4,3,1,61,0,1,0,1,0
1427,1331,8,1268.64,39,2,4,1,129,0,2,0,2,0
1428,624,2,534.87,5,3,4,1,24,0,1,0,1,1
1429,428,6,370.05,13,3,4,1,57,0,1,0,1,0
1430,714,0,606.06,20,3,4,1,119,0,2,0,1,0
1431,902,6,744.42,5,3,4,1,24,0,2,0,2,1
1432,588,2,512.67,18,0,3,1,61,0,1,0,1,1
1433,1124,5,906.42,19,3,4,1,27,0,2,0,2,1
1434,748,0,716.65,14,3,3,1,107,1,2,0,1,0
1435,539,6,421.48,14,4,4,1,107,1,1,0,1,0
1436,625,7,491.17,7,3,3,1,61,0,1,0,1,0
1437,892,0,816.1,1,2,4,1,61,0,2,0,2,0
1438,2570,4,2993.47,29,4,2,0,124,0,3,0,3,1
1439,1525,2,957.3,9,4,4,2,8,0,2,0,3,0
1440,617,3,426.01,0,3,4,1,129,0,2,0,2,0
1441,1261,5,860,49,3,4,1,38,1,3,0,2,1
1442,574,3,337.68,2,3,3,1,61,0,1,0,1,1
1443,935,6,776.47,15,4,4,1,106,0,2,0,2,0
1444,918,2,1018.71,30,2,3,1,61,0,2,0,2,0
1445,1202,7,970.31,30,2,4,1,7,1,2,0,2,1
1446,738,6,533.44,15,3,3,1,108,0,1,0,2,1
1447,855,7,600.15,2,3,4,1,57,0,2,0,2,0
1448,797,0,544.57,3,3,3,1,110,0,1,0,1,1
1449,587,9,399.27,13,3,4,1,22,1,1,0,1,1
1450,882,0,971.89,24,1,2,1,21,0,1,0,1,1
1451,893,8,599.85,7,3,4,1,68,1,2,0,2,1
1452,781,7,719.12,5,3,4,1,107,0,2,0,2,0
1453,1016,3,1005.35,10,3,3,1,107,0,2,0,2,1
1454,880,6,793.61,4,2,4,1,126,1,1,0,2,1
1455,1158,5,982,23,3,4,1,102,1,2,0,2,0
1456,1368,5,1222.2,19,3,3,1,61,1,2,0,2,0
1457,963,3,571.68,18,3,4,1,6,0,2,0,2,0
1458,701,8,578.77,6,3,4,1,92,0,1,0,1,1
1459,700,7,535.99,8,3,3,1,98,1,1,0,2,1
1460,716,9,538,6,3,3,1,107,1,1,0,1,1
1461,1065,8,861.63,6,3,4,1,102,1,2,0,2,1
1462,1700,8,1316.41,6,3,4,1,102,1,2,0,2,0
1463,1045,8,930.7,5,3,4,1,81,0,2,0,2,1
1464,650,9,610.3,25,3,1,1,121,0,1,0,1,1
1465,519,2,313.16,0,3,4,1,97,0,1,0,1,0
1466,568,6,213,1,3,4,1,53,0,1,0,1,0
1467,565,2,565.16,15,3,4,1,57,0,1,0,1,0
1468,2407,8,2216.27,1,4,4,1,95,2,2,0,3,1
1469,2190,6,1675.76,39,3,4,1,50,0,2,0,3,0
1470,428,9,287.58,6,3,3,1,124,0,1,0,1,0
1471,1296,0,1065,18,3,4,1,76,0,2,0,2,1
1472,1399,8,987.16,23,4,4,2,119,0,2,0,2,0
1473,920,5,713.63,14,3,4,1,61,0,2,0,3,0
1474,632,6,456.85,3,3,4,1,57,0,1,0,1,1
1475,1150,9,1124.42,47,3,3,1,90,0,2,0,2,1
1476,1180,0,1216.5,20,4,4,1,100,2,2,0,2,0
1477,775,7,652.97,15,3,4,1,65,0,2,0,1,0
1478,456,9,493.73,2,2,4,2,99,0,2,0,2,1
1479,970,7,626.26,34,3,3,1,72,1,2,0,2,0
1480,644,3,557.44,30,2,4,1,7,0,1,0,1,0
1481,707,9,553.93,1,2,3,1,7,1,2,0,1,0
1482,651,3,640.35,3,3,4,1,67,0,1,0,1,1
1483,1075,7,824.97,31,4,2,1,75,0,2,0,2,0
1484,1548,3,1124.68,10,2,4,1,101,1,3,0,3,2
1485,621,8,510.74,5,3,4,1,24,0,1,0,1,1
1486,406,2,309.25,10,3,4,1,43,0,,1,1,0
1487,1949,0,1375.42,23,3,2,2,119,0,3,0,3,0
1488,737,5,510.66,1,3,4,1,92,0,2,0,2,0
1489,870,3,775.95,8,3,4,1,124,0,2,0,2,0
1490,1220,4,1240.37,23,3,4,1,106,1,2,0,2,0
1491,613,7,647.41,30,2,2,1,108,0,1,0,1,0
1492,579,6,405.38,2,3,2,0,22,0,1,0,1,1
1493,708,8,503.77,7,4,3,1,39,0,2,0,2,0
1494,751,5,527.38,3,3,4,1,113,0,1,0,2,1
1495,751,5,527.38,3,3,4,1,113,0,1,0,2,1
1496,794,6,658.63,4,3,2,1,43,0,2,0,2,0
1497,445,6,274,3,1,3,1,78,0,1,0,1,0
1498,573,3,437,6,3,4,1,57,0,1,0,1,0
1499,673,2,285.13,6,3,3,2,31,0,1,0,1,1
1500,869,6,516.2,7,3,3,1,47,0,1,0,1,1
1501,815,0,559.61,29,2,1,1,121,0,1,0,1,1
1502,1281,2,748.49,21,3,2,2,4,1,2,0,3,1
1503,1308,3,1040,15,4,4,1,115,1,2,0,2,0
1504,1907,8,1367.42,11,3,4,1,17,1,2,0,3,1
1505,1165,8,902.1,12,3,4,1,102,1,2,0,2,1
1506,840,5,539.74,8,3,3,1,61,0,3,0,2,0
1507,565,2,481.35,4,3,4,1,70,0,2,0,2,0
1508,1283,5,833.65,10,4,4,1,118,1,3,0,2,0
1509,738,7,927.03,30,2,3,1,61,1,2,0,2,1
1510,660,3,496.99,5,3,3,1,7,0,1,0,1,1
1511,810,6,532.5,1,3,4,1,8,1,2,0,2,0
1512,661,2,641.16,8,4,4,1,61,1,1,0,1,1
1513,574,9,455.52,1,3,4,1,19,0,2,0,1,0
1514,990,5,924.81,22,3,2,1,83,1,2,0,2,1
1515,880,8,864.96,4,3,3,1,102,1,2,0,2,0
1516,680,0,468.75,13,3,3,1,22,0,1,0,1,1
1517,1283,7,1659,28,2,2,1,107,1,2,0,2,0
1518,647,8,430.2,31,2,2,1,102,0,1,0,1,0
1519,700,0,587.38,10,3,3,1,49,1,1,0,1,1
1520,642,2,415.71,6,3,3,1,124,0,1,0,1,1
1521,1041,8,706.78,29,2,3,1,121,0,2,0,2,1
1522,940,6,842.18,4,2,4,1,126,1,2,0,2,1
1523,1199,9,858.6,40,2,1,1,50,2,1,0,2,1
1524,865,7,787.3,14,3,4,1,49,0,2,0,2,0
1525,1018,9,765.05,49,3,2,1,40,1,2,0,1,0
1526,850,0,443.02,19,3,4,2,19,0,2,0,2,0
1527,900,0,768.53,19,4,4,2,118,0,2,0,2,0
1528,1019,5,963.73,25,2,2,1,81,0,2,0,2,1
1529,650,6,489.69,1,3,4,1,33,0,2,0,2,0
1530,760,9,496.49,5,3,4,1,76,1,2,0,2,1
1531,628,9,471.04,13,4,4,1,107,0,1,0,1,1
1532,492,9,351.1,5,3,3,1,107,0,1,0,1,0
1533,938,7,691.37,13,3,3,1,22,0,2,0,2,1
1534,864,6,620,34,3,0,1,71,0,2,0,1,0
1535,1797,8,1321.54,22,2,4,1,21,1,2,0,2,0
1536,533,2,433.93,7,3,4,1,47,0,1,0,1,0
1537,495,2,304.9,3,1,3,1,78,0,1,0,1,1
1538,920,3,635.76,11,3,4,1,102,0,2,0,2,1
1539,1254,9,1227.93,30,2,3,1,61,1,1,0,2,1
1540,556,6,446.81,8,3,3,1,118,0,1,0,1,0
1541,852,3,594.63,9,3,3,1,61,0,2,0,2,0
1542,657,0,676.58,18,2,4,1,91,0,1,0,1,0
1543,900,8,884.85,30,3,4,1,108,1,1,0,2,1
1544,1234,5,1197.23,28,2,4,1,76,0,2,0,2,0
1545,533,0,439.42,16,3,4,1,58,0,1,0,1,0
1546,610,6,510,10,3,4,1,47,0,1,0,1,0
1547,818,0,548.99,11,3,4,1,102,1,1,0,1,1
1548,570,9,542.74,4,2,2,1,126,1,1,0,1,0
1549,932,2,662.34,28,2,3,1,29,0,2,0,2,0
1550,1590,5,1152.78,3,3,4,1,76,1,3,0,3,1
1551,699,0,600.07,6,4,3,1,119,0,1,0,2,1
1552,1015,7,761,15,3,4,1,108,1,2,0,2,1
1553,837,9,457.93,2,3,3,1,33,0,2,0,2,0
1554,594,8,529.59,8,3,3,1,49,0,1,0,1,1
1555,1080,9,735.91,50,4,2,1,64,1,1,0,1,0
1556,699,8,526,1,3,3,1,21,0,2,0,2,0
1557,1520,6,1231.1,7,4,4,2,21,1,2,0,3,1
1558,811,3,706.42,8,3,4,1,27,1,2,0,2,0
1559,993,7,704.91,30,2,4,1,59,0,2,0,2,1
1560,513,2,355.56,1,3,3,1,7,0,1,0,1,0
1561,1104,7,685.28,50,3,3,1,62,1,2,0,1,1
1562,919,8,784,5,3,4,1,65,1,2,0,2,1
1563,956,7,479.07,3,3,3,1,31,0,2,0,2,1
1564,707,9,483.67,10,3,4,1,124,0,1,0,1,1
1565,554,6,396.89,1,3,4,1,21,0,1,0,1,1
1566,1089,9,782.77,45,4,2,1,93,1,2,0,2,0
1567,666,0,450,0,3,3,1,68,0,2,0,2,0
1568,648,7,495.26,8,3,4,1,76,1,1,0,1,1
1569,639,8,409,6,3,4,1,43,0,1,0,1,1
1570,1155,8,879.23,9,3,4,1,61,1,2,0,2,1
1571,670,6,595.03,4,1,4,1,102,0,1,0,1,1
1572,2197,8,1674.34,37,4,4,1,5,0,3,0,3,0
1573,1312,9,862.2,11,3,4,1,61,0,1,0,2,0
1574,620,2,517.43,10,3,4,1,22,0,1,0,1,1
1575,695,0,504.39,2,3,4,1,108,0,1,0,1,1
1576,527,2,476.92,18,4,4,1,76,1,1,0,1,0
1577,1266,4,766.03,26,4,2,1,106,1,2,0,2,0
1578,886,3,932.28,14,3,3,1,126,0,2,0,2,0
1579,881,0,538.36,27,3,2,1,72,0,1,0,2,1
1580,569,3,539.89,7,4,4,1,57,0,1,0,1,0
1581,1012,7,722.58,21,3,4,1,118,0,2,0,2,0
1582,884,6,937.97,18,3,3,1,61,0,1,0,2,1
1583,524,6,399.64,7,4,4,1,67,1,1,0,1,0
1584,680,0,540.14,6,2,3,1,7,1,1,0,1,1
1585,840,7,604.88,0,3,4,1,107,0,2,0,2,0
1586,889,7,690,27,3,4,1,18,1,3,0,2,0
1587,1052,8,974.03,4,3,2,1,124,0,2,0,3,0
1588,1544,8,714.63,20,2,1,1,30,2,2,0,2,0
1589,2352,8,2265.61,10,4,4,1,10,0,2,0,3,1
1590,621,8,390.09,1,3,4,1,81,0,1,0,1,1
1591,982,8,867.71,16,3,4,1,111,0,2,0,2,0
1592,669,2,413.53,2,1,3,1,99,0,1,0,1,0
1593,496,2,298.63,1,3,3,1,8,0,1,0,1,0
1594,1363,8,1031,5,3,4,1,108,0,2,0,2,1
1595,604,8,431.55,1,3,4,0,92,0,1,0,1,1
1596,1700,9,1400,43,2,1,1,20,1,2,0,2,0
1597,570,0,326.33,,3,3,1,1,0,1,0,1,0
1598,958,0,320,48,3,3,2,127,1,2,0,2,1
1599,735,0,510.8,0,3,4,1,68,0,2,0,2,0
1600,990,0,875,15,3,4,1,65,1,3,0,2,0
1601,603,2,491.65,8,3,3,1,22,0,1,0,1,1
1602,1009,9,730.46,30,2,4,1,35,1,2,0,2,1
1603,1075,3,678,1,3,2,0,117,0,3,0,2,0
1604,599,2,451.98,17,2,4,1,121,0,2,0,1,0
1605,862,6,817.44,45,3,2,1,90,0,2,0,1,0
1606,558,2,540.55,22,3,4,1,83,0,1,0,1,0
1607,638,6,555.86,18,3,4,1,8,0,1,0,1,0
1608,512,2,488.54,10,3,3,1,43,0,1,0,1,0
1609,423,0,316.9,5,2,4,1,108,0,,1,1,0
1610,755,0,500.43,13,3,4,1,7,1,1,0,2,1
1611,510,9,494.16,4,2,4,0,126,0,1,0,1,0
1612,731,8,485.22,11,3,3,1,72,1,1,0,1,1
1613,938,8,632.1,48,3,3,1,84,0,3,0,2,0
1614,700,9,603,16,3,3,1,21,0,1,0,2,1
1615,826,2,716.63,43,3,2,1,29,1,2,0,1,0
1616,847,8,738.89,4,3,4,1,76,0,2,0,2,0
1617,1189,2,845.32,11,1,4,1,57,0,2,0,2,1
1618,310,0,191.22,3,3,4,1,31,0,,1,1,0
1619,875,4,689,4,3,4,1,81,0,2,0,2,1
1620,800,6,504.63,15,3,2,1,113,0,2,0,1,0
1621,1270,9,899.49,47,3,1,1,74,0,2,0,2,1
1622,964,6,796.4,5,3,4,1,61,1,2,0,2,0
1623,2153,6,1370.18,2,2,4,1,108,2,2,0,3,1
1624,997,3,665.39,22,3,4,1,83,0,1,0,1,1
1625,562,8,414.63,1,3,3,1,19,0,1,0,1,1
1626,1270,2,995.07,46,3,4,1,37,1,3,0,2,0
1627,980,3,482.57,31,2,4,1,80,0,2,0,2,1
1628,743,7,613,10,3,4,1,68,0,2,0,1,0
1629,734,9,624.1,8,3,4,0,55,0,1,0,1,1
1630,665,0,504.27,4,2,3,1,61,0,1,0,1,1
1631,683,2,541.03,4,3,4,1,91,0,1,0,1,1
1632,1883,8,2591.55,10,2,4,1,61,1,2,0,3,0
1633,490,0,347.2,1,3,3,1,68,0,1,0,1,0
1634,618,2,518.15,8,3,4,1,22,0,1,0,1,0
1635,1926,8,1135.71,6,4,4,1,119,0,2,0,3,1
1636,793,2,388.77,13,3,4,1,68,0,1,0,1,0
1637,1193,2,584.36,11,3,4,1,76,1,1,0,1,1
1638,539,3,438.23,1,2,4,1,19,0,1,0,1,1
1639,493,2,494.69,7,3,3,1,27,0,1,0,1,0
1640,1577,8,1236,20,3,4,1,76,0,1,0,2,1
1641,1125,7,1126.95,17,3,4,1,126,1,2,0,2,0
1642,650,8,526.36,10,3,4,1,98,1,1,0,1,0
1643,1290,2,603.82,,4,4,2,95,0,2,0,3,0
1644,428,8,287.58,6,3,4,1,124,0,1,0,1,0
1645,916,8,900.58,24,1,2,1,21,0,2,0,2,0
1646,757,8,508.72,6,3,3,1,124,1,2,0,1,0
1647,378,2,346.14,2,2,4,1,21,0,,1,1,0
1648,1087,3,947.88,11,3,4,1,55,1,2,0,2,1
1649,1300,6,1080.42,45,3,2,1,89,1,3,0,2,0
1650,714,8,504.02,7,3,4,1,57,1,1,0,1,1
1651,340,9,200,6,3,3,1,61,0,,1,1,0
1652,668,0,497,2,3,4,1,8,1,1,0,1,1
1653,812,8,601.6,2,3,3,1,81,1,2,0,2,0
1654,520,9,330.25,1,3,4,1,81,0,1,0,1,1
1655,1162,7,1021.99,38,3,2,1,51,0,2,0,2,0
1656,1022,2,1174.52,30,2,1,1,7,2,2,0,2,1
1657,862,6,746.63,23,2,4,1,102,0,1,0,2,1
1658,838,8,682.6,11,3,4,1,22,0,2,0,2,0
1659,597,6,486.01,0,3,4,1,91,0,1,0,1,0
1660,626,2,441.91,7,3,4,1,118,0,1,0,1,1
1661,1649,0,1120,38,2,1,1,21,0,2,0,2,1
1662,556,2,547.9,11,4,4,1,91,0,1,0,1,0
1663,1652,0,1626,23,3,4,1,126,1,3,0,2,0
1664,852,2,740.21,22,3,2,1,81,1,2,0,2,0
1665,618,0,502.45,8,3,3,1,22,0,1,0,1,1
1666,651,9,672.28,7,2,4,1,69,1,2,0,1,0
1667,1413,6,1142.18,38,2,2,1,21,1,2,0,2,0
1668,680,9,624.03,6,3,4,1,108,0,1,0,2,1
1669,904,3,889,30,2,2,1,108,1,2,0,1,0
1670,814,9,869.95,30,2,3,1,102,1,2,0,1,1
1671,857,6,877.16,21,3,3,1,124,0,1,0,2,1
1672,836,5,615,6,3,4,1,107,1,2,0,2,0
1673,557,6,450.39,8,3,3,1,124,0,1,0,1,0
1674,620,9,490.6,8,3,2,1,118,1,1,0,1,0
1675,580,6,480.82,9,3,4,1,57,1,1,0,1,0
1676,554,0,362.34,2,3,4,1,102,0,1,0,1,0
1677,603,2,384.7,2,3,4,1,57,0,1,0,1,0
1678,650,7,436.21,5,4,4,1,76,0,1,0,1,1
1679,624,7,514,2.5,3,4,1,76,1,1,0,1,0
1680,550,3,454,8,3,3,1,22,1,1,0,1,0
1681,1039,8,697.42,5,3,3,1,23,1,3,0,2,0
1682,900,5,980.08,21,3,4,1,7,1,2,0,2,0
1683,672,0,447.2,6,3,4,1,61,0,1,0,1,1
1684,689,7,523.6,5,3,4,1,7,0,2,0,1,0
1685,810,5,737.55,10,3,4,1,91,0,2,0,2,0
1686,643,9,605.78,7,3,3,1,22,0,1,0,1,1
1687,620,2,624,44,3,2,1,17,0,2,0,1,0
1688,885,6,606.45,24,3,3,1,107,1,2,0,2,1
1689,847,6,761.65,17,3,4,1,76,1,1,0,2,1
1690,418,0,251,0,3,4,1,92,0,,1,1,0
1691,1082,9,799.13,45,3,2,1,93,1,2,0,2,0
1692,1040,3,703.56,15,4,4,1,97,0,2,0,2,0
1693,375,7,274.77,15,2,4,1,43,0,,1,1,0
1694,1075,0,803.65,40,2,1,1,44,0,1,0,2,0
1695,649,2,439.59,16,3,3,1,101,0,1,0,1,0
1696,680,6,572,4,3,2,1,91,0,2,0,1,0
1697,1012,0,869.05,50,3,1,1,39,1,2,0,1,0
1698,690,8,413.97,3,3,3,1,124,0,2,0,1,0
1699,1703,6,1200,19,3,4,0,118,2,3,0,3,0
1700,1683,8,1477,5,3,4,0,7,0,2,0,2,1
1701,1131,3,649.5,44,3,3,1,64,1,3,0,2,0
1702,1598,8,1299.37,18,3,4,1,8,0,2,0,3,1
1703,600,2,429.38,9,3,4,1,70,0,2,0,1,0
1704,856,8,750.23,31,2,3,1,76,1,1,0,1,1
1705,514,9,342.91,0,3,4,1,107,0,1,0,1,0
1706,760,0,714.45,17,2,4,1,21,0,1,0,2,1
1707,920,5,763.32,11,3,4,1,83,1,2,0,2,1
1708,1933,5,2211.31,30,4,4,1,108,2,2,0,3,1
1709,1003,8,689.64,34,3,4,1,57,0,1,0,1,1
1710,546,2,572.57,7,3,4,1,118,0,1,0,1,0
1711,1141,3,715.45,46,3,3,1,62,0,2,0,1,0
1712,546,6,324.54,2,3,4,1,33,0,1,0,1,0
1713,672,6,513.6,7,4,3,1,47,0,1,0,1,1
1714,803,6,557.82,17,3,4,1,118,1,1,0,1,1
1715,1530,5,1173.4,15,3,4,1,41,1,3,0,2,0
1716,524,6,380,0,4,4,1,45,0,1,0,1,0
1717,883,9,664.4,13,2,0,2,111,0,2,0,2,0
1718,1772,5,1447.58,12,3,2,1,108,0,3,0,3,0
1719,1225,8,966.85,19,0,4,1,118,0,2,0,2,0
1720,644,6,465.08,0,3,3,1,125,0,2,0,1,0
1721,538,8,310,4,3,4,1,61,0,1,0,1,0
1722,816,8,611.35,0,3,4,1,81,0,2,0,2,0
1723,1055,6,876.12,18,3,4,1,95,1,1,0,2,0
1724,689,2,493.88,4,3,4,1,30,0,2,0,1,0
1725,813,6,570.88,20,3,4,1,108,0,1,0,2,0
1726,573,9,490.51,49,3,1,1,19,0,1,0,1,0
1727,840,8,862.43,1,1,4,1,129,0,2,0,2,1
1728,551,5,349,5,1,4,1,106,0,1,0,1,0
1729,838,4,680.85,6,1,4,1,122,1,2,0,2,0
1730,711,9,622.71,5,3,4,1,65,0,1,0,2,1
1731,705,6,572.78,9,3,4,1,71,0,1,0,2,1
1732,840,8,862.43,1,1,4,1,129,0,2,0,2,1
1733,510,2,377.33,4,3,4,1,81,0,1,0,1,0
1734,595,0,560.54,6,3,3,1,70,0,1,0,1,1
1735,757,6,577.39,5,1,3,1,33,0,2,0,2,1
1736,753,8,426.12,,3,3,1,1,1,2,0,2,0
1737,1202,9,832,32,3,1,1,114,1,2,0,2,0
1738,866,2,747.63,24,2,4,1,129,0,1,0,1,0
1739,949,9,734.29,14,2,4,1,110,0,2,0,2,0
1740,720,5,375.82,18,2,2,2,128,1,2,0,1,0
1741,584,2,549.04,16,3,2,1,124,0,1,0,1,0
1742,1224,0,702,44,3,1,1,64,0,2,0,2,1
1743,1361,0,1219.42,6,3,3,1,129,0,2,0,2,1
1744,361,0,238.57,5,4,3,1,107,0,,1,1,0
1745,360,0,243.86,1,3,3,1,21,0,,1,1,0
1746,1026,8,900.26,17,2,4,1,21,1,2,0,2,0
1747,922,5,621.36,32,2,3,1,83,0,2,0,2,0
1748,630,3,352.55,0,1,3,1,21,0,1,0,1,1
1749,990,7,663.55,5,3,4,1,76,0,2,0,2,0
1750,2253,6,2311.87,31,4,4,0,107,1,2,0,2,1
1751,902,6,629.89,1,3,4,1,116,1,2,0,2,1
1752,575,6,549.39,0,3,4,1,45,0,1,0,1,0
1753,728,5,515.36,21,3,4,1,37,1,1,0,1,1
1754,865,9,776.35,16,2,4,1,76,0,1,0,2,1
1755,888,8,649,15,2,4,1,43,0,1,0,1,1
1756,702,0,662.8,14,3,4,1,119,1,1,0,1,1
1757,1934,5,862.6,24,3,3,2,118,0,3,0,3,0
1758,1084,9,901.36,5,3,4,1,66,1,2,0,2,1
1759,508,3,336,7,3,4,1,68,0,1,0,1,0
1760,567,9,632,4,3,4,1,20,0,1,0,1,1
1761,1024,8,928.18,15,3,4,1,34,0,2,0,2,1
1762,1144,7,932.37,10,3,3,1,49,0,2,0,2,1
1763,5377,8,5316.2,21,4,4,1,10,0,3,0,4,1
1764,687,7,593.5,18,4,4,1,8,0,1,0,2,1
1765,5000,8,1630.68,20,2,2,1,61,1,3,0,3,0
1766,913,2,746.95,13,1,4,1,21,0,2,0,2,1
1767,913,9,648.83,29,2,3,1,29,0,2,0,2,0
1768,755,6,510.82,6,3,4,1,76,0,2,0,2,0
1769,531,9,525.79,9,3,4,1,8,0,1,0,1,0
1770,791,7,496.46,46,3,1,1,62,0,1,0,1,0
1771,825,7,730.37,6,3,4,1,129,0,2,0,2,0
1772,630,2,576.88,17,3,4,1,118,0,1,0,1,1
1773,922,0,790.96,20,2,4,1,61,0,1,0,2,0
1774,1240,0,762.27,28,3,2,1,80,0,2,0,2,0
1775,840,8,768.66,11,3,3,1,124,0,2,0,1,0
1776,480,2,371,6,3,4,1,128,1,1,0,1,0
1777,481,0,394.44,3,2,3,1,21,0,1,0,1,0
1778,616,2,569.3,24,2,4,1,121,1,1,0,1,1
1779,675,9,616.63,18,3,4,1,118,1,1,0,1,1
1780,908,6,645.06,5,3,4,1,117,1,2,0,2,0
1781,641,9,432.46,2,3,4,1,119,0,1,0,1,1
1782,1128,6,1231.05,42,3,2,1,126,1,2,0,2,0
1783,500,0,379.09,7,3,4,1,98,0,1,0,1,0
1784,900,2,670.61,34,0,3,1,71,0,2,0,1,0
1785,632,2,538.08,22,2,4,1,121,1,1,0,1,1
1786,1138,7,881.64,4,3,4,1,76,1,2,0,2,1
1787,884,7,937.97,18,3,3,1,61,0,2,0,2,0
1788,1375,3,992,37,3,1,1,5,1,2,0,2,0
1789,1287,0,864.24,1,3,4,1,81,1,2,0,2,1
1790,1030,5,1376.39,29,2,2,1,124,1,2,0,2,0
1791,820,9,669.43,11,3,4,0,68,1,2,0,2,0
1792,1089,0,882.7,5,3,4,1,34,1,2,0,2,1
1793,1033,9,639.05,21,4,4,1,91,1,2,0,1,0
1794,685,6,547.03,13,3,4,1,99,0,1,0,1,0
1795,3146,6,2618.59,3,3,4,1,108,4,3,0,4,0
1796,790,8,537.66,5,3,3,1,91,0,2,0,2,0
1797,836,8,639.46,0,3,3,1,91,0,2,0,1,0
1798,725,3,527.95,2,3,4,1,47,0,2,0,2,0
1799,685,2,567.43,23,2,4,1,76,1,1,0,1,0
1800,1200,9,1225,33,3,2,1,63,1,2,0,2,1
1801,742,3,549.89,5,3,3,1,95,1,1,0,1,1
1802,1313,5,846.9,17,3,4,1,102,1,2,0,2,1
1803,839,5,896.31,18,3,4,1,81,0,2,0,1,0
1804,797,5,641.99,0,3,4,1,129,1,3,0,2,0
1805,807,7,631.35,13,3,4,0,68,1,2,0,1,0
1806,508,9,283.27,5,2,3,1,61,0,1,0,1,0
1807,1260,8,883.94,48,3,3,1,15,1,3,0,2,0
1808,650,8,498,3,3,4,1,105,0,1,0,2,1
